5 0 22.4 35.2 0 0 0 0 0 NA NA NA
NA NA NA NA NA NA NA 13.3 0 0 41.1 65.7
5.5 0 1.3 16.8 0 NA NA NA NA NA NA NA
NA NA NA 6.7 82.2 65.8 41.1 55.4 71.2 69.2 147.8 63.5
42.8 NA NA NA NA NA NA NA NA NA NA 101.8
21.3 141 228.5 63.2 113.7 40.3 216.5 145.7 128 NA NA NA
NA NA NA NA NA NA NA 88.7 59.8 139.2 152.5 21.6
113.2 100.7 414.8 58.8 156.8 NA NA NA NA NA NA NA
NA NA NA 81.1 102.7 88 74.8 113.5 71 28.5 325.8 34.6
53 NA NA NA NA NA NA NA NA NA NA 127.3
20.7 11.2 11.3 16.6 10.6 42.6 96.9 0.7 8.7 NA NA NA
NA NA NA NA NA NA NA 20.9 21 47.1 51.1 30.8
50.8 52.3 181.5 51.4 59.4 NA NA NA NA NA NA NA
NA NA NA 65.5 56.9 81.7 27.3 40.3 69.3 53.8 209.4 28.6
46.7 NA NA NA NA NA NA NA NA NA NA 62
13.3 59.5 90.9 55.3 42.8 38.8 74.6 7 17.7 NA NA NA
NA NA NA NA NA NA NA 68.1 26.4 3.6 26.6 22.2
10.1 16.2 29.3 30.1 26 NA NA NA NA NA NA NA
NA NA NA 38.1 8.3 12.7 4.1 13.8 15 12.4 22 20.6
25.3 NA NA NA NA NA NA NA NA 3 NA 7.2
34.8 3.6 25.7 21.6 38.9 63 159.2 10.7 NA NA NA NA
NA NA NA NA NA 18.2 NA 20.7 12.1 50.9 110.4 111.6
28.4 NA 69.1 14.6 18.4 NA NA NA NA NA NA NA
NA 110.6 NA 51.2 9.4 9.4 17.2 13 7.6 16.1 61.9 16.9
0 NA NA NA NA NA NA NA NA 40.5 NA 16
38.7 NA NA NA NA NA NA NA NA 167.9 NA 72.2
34.4 65.9 31.7 37.5 111.8 44.7 126 60.5 28.3 NA NA NA
NA NA NA NA NA 41.5 NA 88.6 41.8 130.2 83.3 40.1
65 108.4 236.7 46.7 25.1 NA NA NA NA NA NA NA
NA 85.1 NA 101.6 41.6 57.1 39.7 39.9 52.6 47.2 180.1 28.2
40.5 NA NA NA NA NA NA NA NA 83 NA 49.2
23.1 42.1 50.2 25 22.4 48.7 148.6 18.9 58.9 NA NA NA
NA NA NA NA NA 34.9 NA 41.2 6.6 32.3 30.5 6.2
9.9 18.4 95.3 36.2 11.8 NA NA NA NA NA NA NA
NA 10.2 NA 10.3 7 30.2 9.2 5.7 11.3 17.3 46.3 7.7
42.1 NA NA NA NA NA NA NA NA 6.2 NA 6.9
19 94 101 36.8 60.4 NA 129.1 22 58.4 NA NA NA
NA NA NA NA NA 127 NA 47.3 4.4 6.9 9.5 16.3
23.5 11.1 6.5 20.9 27.5 NA NA NA NA NA NA NA
NA 3.2 NA 33.9 0.3 0.9 2.9 0 0 5.4 8.8 1.8
0.3 NA NA NA NA NA NA NA NA 3.2 NA 1.3
59.2 0 10.5 1.7 21.2 0 0 0 0 NA NA NA
NA NA NA NA NA 0 NA 0 7 132.1 128 82.3
41.5 NA 16.9 44.9 0 NA NA NA NA NA NA NA
NA 114.7 NA 73.4 0 2.2 10.2 40.3 15.4 19.2 48.2 16.3
2.6 NA NA NA NA NA NA NA NA 10.3 NA 18.4
32.9 132.1 128.8 41.2 62.7 82.6 188.6 74.9 NA NA NA NA
NA NA NA NA NA 70.6 NA 69.8 149.2 183 156.7 86.4
167.8 228.6 528.7 138.8 194.8 NA NA NA NA NA NA NA
NA 181.2 NA 128.1 29.4 66.1 29.5 49 40.6 31.2 340.9 44
67.7 NA NA NA NA NA NA NA NA 62.3 NA 42.5
46.2 26.8 21.9 28.7 20.5 68.8 231.1 22.7 57.3 NA NA NA
NA NA NA NA NA 24.6 NA 37.8 29.9 70.8 38.3 13.3
44.1 50 194.5 41 12.2 NA NA NA NA NA NA NA
NA 56.3 NA 88.8 11.9 7.1 3.8 0 7.4 5.7 7.1 0
0 NA NA NA NA NA NA NA NA 0 NA 9.6
11.8 7.4 33.2 NA 6.5 13.9 9.7 4.6 4.8 NA NA NA
NA NA NA NA NA 14.4 NA 5.9 11.2 3.4 8.3 3.5
5.9 14.4 20.8 9.4 21 NA NA NA NA NA NA NA
NA 6.9 NA 10.1 0 0 0 0 0 0.3 0 0
5.1 NA NA NA NA NA NA NA NA 0 NA 0
104.1 50.7 65.2 NA 72.6 39.4 78.9 15.1 129.8 NA NA NA
NA NA NA NA NA 50.7 NA 62.2 39.9 84.5 71.6 49.2
10.7 27 61.8 34.4 23.3 NA NA NA NA NA NA NA
NA 107.9 NA 51.8 97.8 87.6 35.3 72.7 88.1 58.5 57 29.8
59 NA NA NA NA NA NA NA NA 28.6 NA 39
17.1 NA NA NA NA NA NA 16.4 NA 20.5 NA 11.6
341.9 272.9 411.3 157.6 361.8 238.7 492.1 210.7 195.1 NA NA NA
NA NA NA 66.4 NA 197.3 NA 182.1 196.5 203.7 242.1 68.4
197.9 110.9 301.1 141.4 239 NA NA NA NA NA NA 145.9
NA 208 NA 143.2 25.9 18.1 15.8 19.3 21.8 20.5 101.1 21.4
47.4 NA NA NA NA NA NA 5 NA 25.3 NA 34.3
145.2 127.1 207.1 77.8 150.3 122.5 445.9 78 179.5 NA NA NA
NA NA NA 111.4 NA 121.1 NA 190.8 42 75.5 30.1 27.7
30.1 65.9 217 40.2 33.3 NA NA NA NA NA NA 29.6
NA 38.9 NA 72.7 90.1 71.8 60.4 52.6 180.9 78.4 270.4 60.1
155 NA NA NA NA NA NA 49.9 NA 164.4 NA 70.2
1.7 10.1 25.9 10.3 1.8 9.1 6.4 2.3 0 NA NA NA
NA NA NA 1.9 NA 6 NA 4.7 1.3 0 0 0.9
0.4 0.8 2 0 0.2 NA NA NA NA NA NA 0
NA 0 NA 0.1 43.4 16.4 20.3 28.3 22.4 42.3 95.1 57.7
NA NA NA NA NA NA NA 17.8 NA 30.8 NA 9.7
6.5 0 0 0 0 0 0 0 0 NA NA NA
NA NA NA 0.2 NA 0 NA 0.6 40.5 142.6 120.7 143
32 83.1 114.5 39.5 48.7 NA NA NA NA NA NA 147.3
NA 119.7 NA 76.6 171.5 103.9 114.1 26.3 82.6 62.1 91.7 222.1
166.5 NA NA NA NA NA NA 73.4 NA 113.8 NA 98.8
35.8 76.1 155.4 14.5 106.3 31.4 163.8 59 34.3 NA NA NA
NA NA NA 32.6 NA 74.1 NA 81.5 31 40.3 36.9 13.4
18.4 41.2 28.3 22.1 12.5 NA NA NA NA NA NA 34.3
NA 44.7 NA 13.9 57.9 117.5 65.2 87 58.3 41.5 194.8 52.5
33.2 NA NA NA NA NA NA 51.3 NA 75 NA 80.4
134.9 108 124.4 98.4 101.7 154 818.8 120.5 186 NA NA NA
NA NA NA 101.2 NA 113.9 NA 81.1 87.3 78.1 77.6 48.7
75.7 84.8 316.5 58.5 NA NA NA NA NA NA NA 55.8
NA 97.5 NA 117.5 92.2 8.3 13 14.4 26.5 19.1 32.9 20.9
34.7 NA NA NA NA NA NA 19.9 NA 8.4 NA 19.5
0 11 14.9 7.7 2.7 6 17.9 1.3 0 NA NA NA
NA NA NA 6.5 NA 5.5 NA 6.1 37 9.8 26.5 1.3
15.4 9.1 28.5 16.8 20.1 NA NA NA NA NA NA 11.8
NA 5.8 NA 12.6 7.9 20.4 8.9 44.8 6.2 2.7 5.7 9
43 NA NA NA NA NA NA 6.6 NA 6.5 NA 2.6
109 34.1 52.6 28.6 181.3 113.2 144 41.5 22.7 NA NA NA
NA NA NA 135.1 NA 212.2 NA 48.9 0 0 0 0
0 0 9 0 0 NA NA NA NA NA NA 0
NA 0 NA 0 37.5 1.9 0 12.1 0 4.7 45.8 4.9
5.5 NA NA NA NA NA NA 9.2 NA 12.1 NA 14.3
71.9 NA NA NA NA NA NA 310.5 NA 74.6 NA 118.1
30.8 NA NA 16.2 6.4 14 39.1 17.5 21.4 NA NA NA
NA NA NA 27.1 NA 66.3 NA 21.1 48.1 NA 20.4 7.8
23.5 32.6 52.8 21 21.3 NA NA NA NA NA NA 59.2
NA 27.9 NA 24 33 NA 14.6 22.9 37.2 7 30.2 23.6
8.2 NA NA NA NA NA NA 21.1 NA 37.3 NA 16.9
169.6 NA 76.8 72.3 91.3 216.2 625.6 33.7 106 NA NA NA
NA NA NA 59.9 NA 82.6 NA 130.8 24.7 NA 38.5 12.6
14.8 43.1 NA 39.1 14.5 NA NA NA NA NA NA 24.3
NA 35.1 NA 43.3 31.1 NA 66.8 16.7 41.8 40.4 65.6 19.9
68.8 NA NA NA NA NA NA 20.5 NA 86.8 NA 30.7
110 NA 233.1 233.5 277.8 169 325.9 33.9 133 NA NA NA
NA NA NA 94.5 NA 291.8 NA 220.3 3.9 NA 1.3 3.3
1.4 1.1 9.9 0.4 0.8 NA NA NA NA NA NA 0.8
NA 1 NA 3 48.9 NA 19.2 19.2 5.6 30.4 60.9 7.9
32.3 NA NA NA NA NA NA 42.9 NA 18.2 NA 6.4
84.5 NA 112.9 51.7 62.1 73.9 92.4 34.2 14.7 NA NA NA
NA NA NA 59.5 NA 39.8 NA 100.6 36.2 NA 48 59.4
21.8 21.1 40.2 25.2 0 NA NA NA NA NA NA 39.9
NA 0 NA 3.2 85.9 NA 6.8 6 23.2 29.4 21.5 10.2
23.9 NA NA NA NA NA NA 4.6 NA 22.4 NA 9.1
17.5 NA 20.4 9 46.7 38.4 142 42.9 56.6 NA NA NA
NA NA NA 40.9 NA 16 NA 22 95.2 NA 59.7 NA
68 43.7 91.9 29.5 6.4 NA NA NA NA NA NA 67.8
NA 66.3 NA 38.3 122.8 NA 52.4 86.2 54.7 67.6 328.3 29.5
60.5 NA NA NA NA NA NA 38.9 NA 83.8 NA 100.5
18.8 NA 23.5 14.1 50.6 33.8 85.1 16.2 24.9 NA NA NA
NA NA NA 5 NA 11.8 NA 4.1 36.6 NA 22.2 29.5
30.9 53.7 305 68.2 32.4 NA NA NA NA NA NA 28.9
NA 39.4 NA 84.4 44.3 NA 56.9 37.3 62.1 65.7 124.3 33.4
82.4 NA NA NA NA NA NA 15 NA 92.7 NA 82.7
51.4 NA 69.8 53.8 33.2 42.4 77.2 15.8 24.7 NA NA NA
NA NA NA 90 NA 74.9 NA 59.1 24.5 NA 35.8 11.3
37.8 9.8 20.6 51.7 55.4 NA NA NA 33.9 NA NA 19.5
NA 20 NA 34.3 6.8 NA 26.3 5.5 8.8 16.4 185.1 22.3
51.9 NA NA NA 14.9 NA NA 16.8 NA 5.2 NA 0.5
4.1 NA 35.1 19.2 12.6 11.3 49.8 0 5.7 NA NA NA
50.7 NA NA 2 NA 78.6 NA 3.6 0 NA 52.8 68.1
22.6 13.3 13.3 NA 0 NA NA NA 17.3 NA NA 0
NA 54.5 NA 17.2 180 NA 138.4 80.3 126.5 54.1 148 82.2
28.1 NA NA NA 87.1 NA NA 105.7 NA 164.7 NA 88.3
116 NA NA NA 89.1 NA NA 75.1 NA 77.4 NA 90.4
23.9 NA 78.2 50.1 23 14.7 74.1 44.7 32.2 NA NA NA
50.8 NA NA 39.8 NA 105.9 NA 55 54.1 NA 68.8 18.2
83.8 106 178.6 89.2 107.5 NA NA NA 60.5 NA NA 44.6
NA 62 NA 31.8 87.1 NA 71.7 39.9 NA 27.6 145.6 31.6
58.4 NA NA NA 69.4 NA NA 87.2 NA 98.3 NA 62
101.6 NA 115.9 88.2 136 197.2 440.2 16.6 40 NA NA NA
172 NA NA 113.8 NA 66 NA 83.1 1.4 NA 0 0.4
0 1.3 4.9 0 0 NA NA NA 2.8 NA NA 0
NA 0 NA 0 0 NA 0 0 0 NA 20.8 0
0 NA NA NA 2.1 NA NA 0 NA 0 NA 0
12.7 NA 70.8 23.1 10 14.1 38.8 6.5 10.1 NA NA NA
42.9 NA NA 15.7 NA 100.8 NA 40.5 26.2 NA 7.5 9.8
6 4.7 6.8 3 5.1 NA NA NA 9.4 NA NA 9.2
NA 4.2 NA 10.5 5.5 NA 8.8 10.1 15.8 8.8 15.2 28
40.9 NA NA NA 15.3 NA NA 8.6 NA 20.8 NA 9.4
0 NA 0 0.8 18 0 76 0 0 NA NA NA
3.9 NA NA 0.6 NA 0 NA 0.1 114.8 NA 274.1 142.8
46.2 145.8 296.6 201.7 35.4 NA NA NA 157.5 NA NA 83.9
NA NA NA 195.4 9.7 NA 9.5 5.8 0 0 5.7 16.2
2.5 0 NA NA 4.3 NA NA 1.3 NA NA NA 1.9
160.7 NA 263.4 134.9 315.6 147.2 369.7 73 146.5 124.5 NA NA
315.5 NA NA 66.4 NA NA NA 163.1 106.5 NA 162.2 31.3
82.4 81.2 74.5 49.5 25.3 43.4 NA NA 94.3 NA NA 138.1
NA NA NA 39.1 15.7 NA 22.1 25.7 8.1 12.8 38.5 15.8
4.8 3 NA NA 18.6 NA NA 4.4 NA NA NA 24.3
38.4 NA 64.7 58 60.4 159.9 256.7 22.3 46.8 27 NA NA
84.9 NA NA 71.4 NA NA NA 59.1 25.7 NA 42.1 11.8
29.1 19.8 172.4 29.7 32 35.8 NA NA 45.1 NA NA 39.8
NA NA NA NA 18.6 NA 5.5 6.9 21.7 9.7 13.4 1.7
11.8 6 NA NA 14.7 NA NA 6.5 NA NA NA NA
17.5 NA NA 35.8 47.1 64.3 81.8 6.5 23.3 25.6 NA NA
59.4 NA NA 4.7 NA NA NA NA 0 NA 0.1 0
0.1 0 1 0 0.2 0 NA NA 0 NA NA 0
NA NA NA NA 89.6 NA 55.1 44.5 57.2 41.1 235.2 79.6
83 88.4 NA NA 45.6 NA NA 50 NA NA NA NA
0 NA 0 0 0 0 0 0 0 0 NA NA
0 NA NA 0.2 NA NA NA NA 7.4 NA 46.6 40.7
9.9 0 2.2 0 0 6.3 NA NA 3.7 NA NA 25.8
NA NA NA NA 51.1 NA 19.4 20.8 17.4 47.6 91.7 43.2
31.5 46.7 NA NA 20.6 NA NA 47.2 NA NA NA NA
55.9 27.4 NA NA 12.4 NA NA 27.9 NA NA NA NA
72.5 NA 120.6 100 111.7 134.7 485.2 54.4 61.3 68.2 NA NA
137.8 NA NA 130 NA NA NA NA 127.9 NA 167.4 159.9
187.7 224.5 292.3 55.8 178.7 57.6 NA NA 144.4 NA NA 122.5
NA NA NA NA 149.3 NA 71.3 116 79.4 57.8 376 73.4
NA 34.2 NA NA 113.4 NA NA 43.6 NA NA NA NA
47.9 NA 60.8 64.8 52.8 148.6 125 35.3 44.8 49.3 NA NA
55.6 NA NA 85.9 NA NA NA NA 2.3 NA 11.3 6.1
10.8 15.4 26.1 2.2 8.7 5.2 NA NA 14.9 NA NA 8.8
NA NA NA NA 191.2 87.7 70.8 116 73.4 125.8 315.6 71
94.4 77.1 NA NA 74.7 NA NA 49.4 NA NA NA NA
0.5 16.8 30.5 20.7 2.7 15.7 36.3 4.3 5.4 8.5 NA NA
17.6 NA NA 11.5 NA NA NA NA 27.3 NA 36.6 25.7
31.3 31.5 55.4 16.9 40.1 23.6 NA NA 33.5 NA NA 43
NA NA NA NA 0 0 2.5 0 0 2.3 12.8 0.3
8.8 1.6 NA NA 3.4 NA NA 1.1 NA NA NA NA
0 0 0.6 24.5 0 0 0 0.2 1.8 0 NA NA
0 NA NA 0 NA NA 0 NA 2.1 0 0 0
0 0 26.8 0 0 10.9 NA NA 0 NA NA 0
NA NA 0 NA 82.4 25.9 12.3 22.5 22.2 9.1 30.1 26
43 47.7 NA NA 49.5 NA NA 31.3 NA NA 40.4 NA
76.9 140.9 91.6 55.6 113.2 106.1 281.9 60.8 44.4 37.4 NA NA
91.1 NA NA 45.6 NA NA 82.6 NA 161.7 316 214.7 70.4
199.8 219.6 210 105.4 91.6 74 NA NA 129.1 NA NA 270.6
NA NA 147.8 NA 58.5 45.1 47.1 39.3 31.7 27.1 85.4 26.8
26.9 NA NA NA 41.4 NA NA 31.8 NA NA 28.9 NA
64.5 91.8 72.8 56.8 77 133.4 344.9 18.8 48.7 55.4 NA NA
68.4 NA NA 111.1 NA NA 91.7 NA 6.8 16.7 19.6 3.2
11.4 6.7 32.4 14.1 10.5 6.9 NA NA 26.7 NA NA 2.3
NA NA 13.6 NA 107.5 70.2 48.3 76.7 91.3 36.1 146.7 20.7
51.4 67.2 NA NA 67.3 NA NA 46.3 NA NA 43.3 NA
79 237.9 305.9 242.7 225.1 131.6 268.3 71.8 159.5 50.5 NA NA
242.2 NA NA 155.4 NA NA 177.2 NA 16.6 9.2 3.1 4.6
14 4.5 5.4 2.3 NA 5.4 NA NA 6.1 NA NA 12.5
NA NA 1.1 NA 64.8 16.2 10.1 49.8 6.4 31 134.2 75
30.9 39.8 NA NA 13.9 NA NA 11.3 NA NA 13.7 NA
36.1 2.6 7.5 11.9 0 0 68.2 2.2 15.1 0 NA NA
83.8 NA NA 82 NA NA 15.6 NA 94.5 176.1 226.5 282.7
51.1 100.6 130 224.1 58.1 61.8 NA NA 125.7 NA NA NA
NA NA 82.7 NA 59.8 16.2 9 44.2 19 8.5 47.7 25.9
49.3 42.4 NA NA 36.2 NA NA NA NA NA 38.2 NA
112.1 76.4 NA NA 221.7 NA NA NA NA NA 162.5 NA
388.4 327.3 603.3 335.8 467.1 307.6 1019.8 258.8 350.3 353.4 NA NA
357.4 NA NA NA NA NA 248.5 NA 43.9 168.3 89 8.6
96.5 44.8 46.8 25 0 35.4 NA NA 23.8 NA NA NA
NA NA 34 NA 68.2 56.6 58.4 62 98.4 26 190.9 43
69 32.9 NA NA 99.6 NA NA NA NA NA 51.2 NA
88.2 43.2 38.2 NA 56.2 148.7 369 47.4 48.5 61 NA NA
111.3 NA NA NA NA NA 64 NA 8.5 5.1 7.3 19
6.9 12.4 31.5 10.7 9.9 6.3 NA NA 37.2 NA NA NA
NA NA 10.2 NA 94.3 29.6 48.4 42.7 42.4 45.4 181.6 25
60.8 119.4 NA NA 47 NA NA NA NA NA 52.5 NA
3.5 20.4 47.4 21.5 29.8 NA 5.5 0.3 0 8.6 NA NA
37.1 NA NA NA NA NA 1.5 NA 25.5 13 9.9 20.8
21.6 32.9 35.5 24.5 11.5 11.8 NA NA 25.9 NA NA NA
NA NA 48.4 NA 0 10.7 5.1 19.6 17.1 29.7 100.7 34.1
22.5 14.6 NA NA 18.9 NA NA NA NA NA 23.5 NA
109.4 59.1 86.5 10.6 94.3 55.3 122.1 16 22 0.1 NA NA
85.5 NA NA NA NA NA 42.2 NA 13.4 15.8 0 24.2
0 16.6 NA 0 0 0 NA NA 2.8 NA NA NA
NA NA 0 NA 58.5 16.7 25.2 68.4 45.8 74.4 103.2 12.3
9.4 17 NA NA 62.3 NA NA NA NA NA 27.8 NA
113.1 64.1 84.1 65.4 75.6 NA 292.5 139 235.2 54.6 NA NA
140.7 NA NA NA NA NA 122.3 NA 89.7 90.2 133.5 19.7
80.4 28.7 101.3 31.9 57.1 96.3 NA NA 84.3 NA NA NA
NA NA 102.7 NA 19.4 0 11.6 15.2 19.3 6.4 53.3 4.7
10.6 8 NA NA 7.8 NA NA NA NA NA 1.6 NA
15.1 18.5 46.6 18.5 48.9 25 95.9 1.7 5.8 42.4 NA NA
63.6 NA NA NA NA NA 0 NA 35.4 55.3 56.8 15.2
37 39.6 76.1 70.7 28.6 23.4 NA NA 50.4 NA NA NA
NA NA 31.9 NA 190.7 52.1 46.4 102 60.8 73.3 261.3 34.5
78.7 73.9 NA NA 89.4 NA NA NA NA NA 102.6 NA
10.5 41.3 67.8 28.3 31.6 34.9 52.8 4.8 14.2 19.7 NA NA
39.7 NA NA NA NA NA 20.9 NA 4.3 2.4 4.4 7.4
4.8 4.7 4.8 3.9 2.9 3.6 NA NA 7.4 NA NA NA
NA NA 3.2 NA 0 22.6 26.6 0 4.9 5.8 6.1 0
0 8.5 NA NA 4.8 NA NA NA NA NA 0 NA
6.5 9.4 0.3 5.7 10 60.8 79.5 0 0 0 NA NA
32.6 NA NA NA 5.4 NA 0 NA 16.4 49.3 92.4 19.5
18.1 47.1 81.2 70.1 10.5 14.7 NA NA 42.7 NA NA NA
76.4 NA 39 NA 50.7 4.9 5.8 9.5 18.5 0.4 48.2 19.3
37.9 25.2 NA NA 11.1 NA NA NA 20.3 NA 26.6 NA
54.4 85.8 NA NA 257.5 NA NA NA 90.5 NA 201.3 NA
165.3 92.5 66.9 NA 152.1 141.7 229 91.6 168.4 75.8 NA NA
169.9 NA NA NA 113.7 NA 92.1 NA 289.5 188.8 141.8 93
207.6 174.6 447.8 75.8 236.4 147.8 NA NA 184.6 NA NA NA
167.7 NA 176.6 NA 79.3 66.3 61.1 57.4 69.3 46.2 507.4 NA
34.4 28.2 NA NA 103.7 NA NA NA 48.2 NA 65.6 NA
52.5 29.9 53.5 83.2 77.2 143 210.4 25.8 30.4 90.4 NA NA
114 NA NA NA 35.4 NA 138.6 NA 0 7.3 1.3 0
0.2 8 18 0.9 2.3 0.1 NA NA 7.9 NA NA NA
3 NA 0 NA 32 5.7 11.6 0 10.7 25.9 265.6 15.6
27.6 10.2 NA NA 9.4 NA NA NA 10.8 NA 32.7 NA
38.4 24.7 96.5 65.4 65 64.4 115.9 15.8 29.5 32.2 NA NA
130.5 NA NA NA 32.7 NA 49.1 NA 20.6 24.2 21.1 14.8
31.4 16 27.3 29.4 40.7 27.8 NA NA 14.1 NA NA NA
17 NA 33.7 NA 67.9 27.8 40.7 21.5 8.9 43.9 105.8 44.5
94.3 122.1 NA NA 34.4 NA NA NA 66.7 NA 74.4 NA
4 17.8 1.5 17.6 8.3 0 0 5 0 7.2 NA NA
35.3 NA NA NA 26.2 NA 53.4 NA 99.1 91 333.2 189.3
47.2 151.7 260.5 82.6 62.8 99.5 NA NA 90.1 NA NA NA
234.5 NA 139.8 NA 207.8 76.9 63.3 125.6 67.8 51.2 50.9 67.3
88.3 88 NA NA 121.1 NA NA NA 41.8 NA 118.2 NA
26.1 36.5 22.1 29.3 53.2 21.1 79.8 29.1 12.8 14.3 NA NA
75.3 NA NA NA 66.3 NA 9.6 NA 68.7 95.1 153.9 26
84.8 79.5 254.5 66.2 157.3 54.6 NA NA 48.2 NA NA NA
137 NA 118 NA 96.9 43.7 93.1 38.9 58.4 47.5 199.2 26.4
60 20.1 NA NA 79.5 NA NA NA 52.2 NA 66.4 NA
29.4 35.9 50.5 29.2 33.4 35.8 120.2 6.6 NA 36.4 NA NA
32 NA NA NA 20.6 NA 17.3 NA 68.9 58.3 62.5 53.3
85.8 58.7 228.6 57 35.1 36.7 NA NA 154.5 NA NA NA
60.5 NA 124.5 NA 13.6 0 8.1 9.5 3.6 9.6 95.1 15.7
31.7 0 NA NA 15.6 NA NA NA 5 NA 54.2 NA
35.8 24.1 100.4 26.2 27.4 55.7 70.2 13.4 63.1 39.9 NA NA
50.9 NA NA NA 41.1 NA 25.5 NA 4.7 0.5 6 1.9
NA 4.3 7.2 3 1.8 4.5 NA NA 4.3 NA NA NA
5.5 NA 6.5 NA 5.8 0 0 4.2 1.8 NA 0.3 0
0 5.8 NA NA 3.6 NA NA NA 0 NA 0 NA
1.9 0 0 2.1 0 0 59.3 0 0 0.5 NA NA
0.3 NA NA NA 0 NA 1.1 NA 23.6 50.3 115.5 47
4.6 24.4 31.6 53.7 31.9 5.4 NA NA 20.4 NA NA NA
24.2 NA 7.2 NA 63.9 25 24.8 31.4 80.7 24.6 46.7 22.4
4.3 54.5 NA NA 70.1 NA NA NA 17.8 NA 138.5 NA
100.8 56 NA NA 298.7 NA NA NA 50.6 NA 86.2 NA
60.7 187.4 173.3 143.1 300.8 129.5 243.4 129.4 171.3 107.4 NA NA
183.7 NA NA NA 160.6 NA 255.8 NA 359.8 294.3 244.6 176.2
270.7 285.9 735.5 183 286.5 114 NA NA 251.9 NA NA NA
229.3 NA 352.5 NA 32 51 63.7 40.6 NA 49.4 253.8 31.2
41.6 14.9 NA NA 105.9 NA NA NA 46.4 NA 37.5 NA
51.3 46.8 66.4 34.1 56 49 356.8 30.2 78.8 54.4 NA NA
45.2 NA NA NA 45 NA 54.7 NA 12.8 7.5 9.6 3.3
