341.9 272.9 411.3 157.6 361.8 238.7 492.1 210.7 195.1 NA NA NA NA NA NA 66.4 NA 197.3 NA 182.1
196.5 203.7 242.1 68.4 197.9 110.9 301.1 141.4 239 NA NA NA NA NA NA 145.9 NA 208 NA 143.2
25.9 18.1 15.8 19.3 21.8 20.5 101.1 21.4 47.4 NA NA NA NA NA NA 5 NA 25.3 NA 34.3
145.2 127.1 207.1 77.8 150.3 122.5 445.9 78 179.5 NA NA NA NA NA NA 111.4 NA 121.1 NA 190.8
42 75.5 30.1 27.7 30.1 65.9 217 40.2 33.3 NA NA NA NA NA NA 29.6 NA 38.9 NA 72.7
90.1 71.8 60.4 52.6 180.9 78.4 270.4 60.1 155 NA NA NA NA NA NA 49.9 NA 164.4 NA 70.2
1.7 10.1 25.9 10.3 1.8 9.1 6.4 2.3 0 NA NA NA NA NA NA 1.9 NA 6 NA 4.7
1.3 0 0 0.9 0.4 0.8 2 0 0.2 NA NA NA NA NA NA 0 NA 0 NA 0.1
43.4 16.4 20.3 28.3 22.4 42.3 95.1 57.7 NA NA NA NA NA NA NA 17.8 NA 30.8 NA 9.7
6.5 0 0 0 0 0 0 0 0 NA NA NA NA NA NA 0.2 NA 0 NA 0.6
40.5 142.6 120.7 143 32 83.1 114.5 39.5 48.7 NA NA NA NA NA NA 147.3 NA 119.7 NA 76.6
171.5 103.9 114.1 26.3 82.6 62.1 91.7 222.1 166.5 NA NA NA NA NA NA 73.4 NA 113.8 NA 98.8
35.8 76.1 155.4 14.5 106.3 31.4 163.8 59 34.3 NA NA NA NA NA NA 32.6 NA 74.1 NA 81.5
31 40.3 36.9 13.4 18.4 41.2 28.3 22.1 12.5 NA NA NA NA NA NA 34.3 NA 44.7 NA 13.9
57.9 117.5 65.2 87 58.3 41.5 194.8 52.5 33.2 NA NA NA NA NA NA 51.3 NA 75 NA 80.4
134.9 108 124.4 98.4 101.7 154 818.8 120.5 186 NA NA NA NA NA NA 101.2 NA 113.9 NA 81.1
87.3 78.1 77.6 48.7 75.7 84.8 316.5 58.5 NA NA NA NA NA NA NA 55.8 NA 97.5 NA 117.5
92.2 8.3 13 14.4 26.5 19.1 32.9 20.9 34.7 NA NA NA NA NA NA 19.9 NA 8.4 NA 19.5
0 11 14.9 7.7 2.7 6 17.9 1.3 0 NA NA NA NA NA NA 6.5 NA 5.5 NA 6.1
37 9.8 26.5 1.3 15.4 9.1 28.5 16.8 20.1 NA NA NA NA NA NA 11.8 NA 5.8 NA 12.6
7.9 20.4 8.9 44.8 6.2 2.7 5.7 9 43 NA NA NA NA NA NA 6.6 NA 6.5 NA 2.6
109 34.1 52.6 28.6 181.3 113.2 144 41.5 22.7 NA NA NA NA NA NA 135.1 NA 212.2 NA 48.9
0 0 0 0 0 0 9 0 0 NA NA NA NA NA NA 0 NA 0 NA 0
37.5 1.9 0 12.1 0 4.7 45.8 4.9 5.5 NA NA NA NA NA NA 9.2 NA 12.1 NA 14.3
71.9 108.8 92.6 35.8 55.4 31.3 89 29.9 42.5 NA NA NA NA NA NA 73.4 NA 156.6 NA 79
169 195.9 112.3 89.1 116.1 132.4 231.8 79.6 102.3 NA NA NA NA NA NA 178.5 NA 105.4 NA 72.2
75.1 204.6 79.8 92.1 175.5 33.5 304.8 49.7 51.9 NA NA NA NA NA NA 124.2 NA 183.1 NA 136.3
36 54.9 45.7 45.4 59.4 131.8 350.2 26 43.3 NA NA NA NA NA NA 33.3 NA 46.8 NA 54.1
5.3 10 9.1 5.1 15.8 8 38.5 8.3 3.8 NA NA NA NA NA NA 2.6 NA 6 NA 2.5
30.5 10.8 22.9 14.4 18.3 30.7 44.7 9.1 18.2 NA NA NA NA NA NA 19.3 NA 42.2 NA 17.6
34.7 71.7 66.4 56.1 147.7 36 83.1 23.5 41.3 NA NA NA NA NA NA 52.5 NA 117.2 NA 54
23.8 29.2 54.2 17 29.5 NA 65.6 6.4 19.8 NA NA NA NA NA NA 25 NA 14.1 NA 32.6
92.2 NA 20.9 17.5 13.3 122.3 164 43.1 46 NA NA NA NA NA NA 22.4 NA 25.7 NA 33
0 NA 1.2 0.5 0 3.8 18.4 0 9.9 NA NA NA NA NA NA 0.4 NA 16.7 NA 2.4
0 NA 0 27.2 0 28.1 10.6 4.8 0 NA NA NA NA NA NA 15.7 NA 0 NA 3.8
68.8 NA 34.5 20.2 132.6 13.2 62.6 48.9 71.9 NA NA NA NA NA NA 310.5 NA 74.6 NA 118.1
30.8 NA NA 16.2 6.4 14 39.1 17.5 21.4 NA NA NA NA NA NA 27.1 NA 66.3 NA 21.1
48.1 NA 20.4 7.8 23.5 32.6 52.8 21 21.3 NA NA NA NA NA NA 59.2 NA 27.9 NA 24
33 NA 14.6 22.9 37.2 7 30.2 23.6 8.2 NA NA NA NA NA NA 21.1 NA 37.3 NA 16.9
169.6 NA 76.8 72.3 91.3 216.2 625.6 33.7 106 NA NA NA NA NA NA 59.9 NA 82.6 NA 130.8
24.7 NA 38.5 12.6 14.8 43.1 NA 39.1 14.5 NA NA NA NA NA NA 24.3 NA 35.1 NA 43.3
31.1 NA 66.8 16.7 41.8 40.4 65.6 19.9 68.8 NA NA NA NA NA NA 20.5 NA 86.8 NA 30.7
110 NA 233.1 233.5 277.8 169 325.9 33.9 133 NA NA NA NA NA NA 94.5 NA 291.8 NA 220.3
3.9 NA 1.3 3.3 1.4 1.1 9.9 0.4 0.8 NA NA NA NA NA NA 0.8 NA 1 NA 3
48.9 NA 19.2 19.2 5.6 30.4 60.9 7.9 32.3 NA NA NA NA NA NA 42.9 NA 18.2 NA 6.4
84.5 NA 112.9 51.7 62.1 73.9 92.4 34.2 14.7 NA NA NA NA NA NA 59.5 NA 39.8 NA 100.6
36.2 NA 48 59.4 21.8 21.1 40.2 25.2 0 NA NA NA NA NA NA 39.9 NA 0 NA 3.2
85.9 NA 6.8 6 23.2 29.4 21.5 10.2 23.9 NA NA NA NA NA NA 4.6 NA 22.4 NA 9.1
17.5 NA 20.4 9 46.7 38.4 142 42.9 56.6 NA NA NA NA NA NA 40.9 NA 16 NA 22
95.2 NA 59.7 NA 68 43.7 91.9 29.5 6.4 NA NA NA NA NA NA 67.8 NA 66.3 NA 38.3
122.8 NA 52.4 86.2 54.7 67.6 328.3 29.5 60.5 NA NA NA NA NA NA 38.9 NA 83.8 NA 100.5
18.8 NA 23.5 14.1 50.6 33.8 85.1 16.2 24.9 NA NA NA NA NA NA 5 NA 11.8 NA 4.1
36.6 NA 22.2 29.5 30.9 53.7 305 68.2 32.4 NA NA NA NA NA NA 28.9 NA 39.4 NA 84.4
44.3 NA 56.9 37.3 62.1 65.7 124.3 33.4 82.4 NA NA NA NA NA NA 15 NA 92.7 NA 82.7
51.4 NA 69.8 53.8 33.2 42.4 77.2 15.8 24.7 NA NA NA NA NA NA 90 NA 74.9 NA 59.1
24.5 NA 35.8 11.3 37.8 9.8 20.6 51.7 55.4 NA NA NA 33.9 NA NA 19.5 NA 20 NA 34.3
6.8 NA 26.3 5.5 8.8 16.4 185.1 22.3 51.9 NA NA NA 14.9 NA NA 16.8 NA 5.2 NA 0.5
4.1 NA 35.1 19.2 12.6 11.3 49.8 0 5.7 NA NA NA 50.7 NA NA 2 NA 78.6 NA 3.6
0 NA 52.8 68.1 22.6 13.3 13.3 NA 0 NA NA NA 17.3 NA NA 0 NA 54.5 NA 17.2
180 NA 138.4 80.3 126.5 54.1 148 82.2 28.1 NA NA NA 87.1 NA NA 105.7 NA 164.7 NA 88.3
113 NA 152.2 70.3 221.1 149.2 447.7 95.4 146 NA NA NA 220.8 NA NA 139.8 NA 186.2 NA 147.7
175.8 NA 153.9 100 153.1 206 485.2 156.3 247.5 NA NA NA 72.5 NA NA 285 NA 179.8 NA 99.7
62.6 NA 55.1 38.9 121.5 22.3 117.1 49.4 74.8 NA NA NA 62 NA NA 63.8 NA 59 NA 87.3
40.1 NA 34 22.8 14.7 63.3 316.7 13.5 18.5 NA NA NA 21.5 NA NA 17.5 NA 57.6 NA 46.1
0 NA 0 0 2.2 3.2 10.2 0 2.5 NA NA NA 5.3 NA NA 0.5 NA 0 NA 0
17.7 NA 16.4 2 3.8 7.9 21.6 1.5 15.8 NA NA NA 5.3 NA NA 14.5 NA 12.7 NA 11.4
39.8 NA 130.3 65.8 56.5 62.4 80.6 11 54.5 NA NA NA 82.5 NA NA 46.6 NA 78.1 NA 57.7
65.5 NA 36.1 24.4 54.6 29.1 51.8 49.1 41.3 NA NA NA 26.6 NA NA 17.1 NA 11.1 NA 20.7
17.8 NA 35.6 11.7 25.6 60.1 226.1 17.4 46 NA NA NA 10.4 NA NA 18.9 NA 12.9 NA 11.7
49.2 NA 4.6 39.7 12.6 175.8 171.5 1.2 60.2 NA NA NA 39 NA NA 13.4 NA 17.8 NA 19.1
131.3 NA 162.6 206.6 61.5 157.2 217.1 67.8 55.1 NA NA NA 164.9 NA NA 220.3 NA 402.5 NA 191.5
242.4 NA 16.2 91.6 86.9 77.2 91.2 72.4 116 NA NA NA 89.1 NA NA 75.1 NA 77.4 NA 90.4
23.9 NA 78.2 50.1 23 14.7 74.1 44.7 32.2 NA NA NA 50.8 NA NA 39.8 NA 105.9 NA 55
54.1 NA 68.8 18.2 83.8 106 178.6 89.2 107.5 NA NA NA 60.5 NA NA 44.6 NA 62 NA 31.8
87.1 NA 71.7 39.9 NA 27.6 145.6 31.6 58.4 NA NA NA 69.4 NA NA 87.2 NA 98.3 NA 62
101.6 NA 115.9 88.2 136 197.2 440.2 16.6 40 NA NA NA 172 NA NA 113.8 NA 66 NA 83.1
1.4 NA 0 0.4 0 1.3 4.9 0 0 NA NA NA 2.8 NA NA 0 NA 0 NA 0
0 NA 0 0 0 NA 20.8 0 0 NA NA NA 2.1 NA NA 0 NA 0 NA 0
12.7 NA 70.8 23.1 10 14.1 38.8 6.5 10.1 NA NA NA 42.9 NA NA 15.7 NA 100.8 NA 40.5
26.2 NA 7.5 9.8 6 4.7 6.8 3 5.1 NA NA NA 9.4 NA NA 9.2 NA 4.2 NA 10.5
5.5 NA 8.8 10.1 15.8 8.8 15.2 28 40.9 NA NA NA 15.3 NA NA 8.6 NA 20.8 NA 9.4
0 NA 0 0.8 18 0 76 0 0 NA NA NA 3.9 NA NA 0.6 NA 0 NA 0.1
114.8 NA 274.1 142.8 46.2 145.8 296.6 201.7 35.4 NA NA NA 157.5 NA NA 83.9 NA NA NA 195.4
9.7 NA 9.5 5.8 0 0 5.7 16.2 2.5 0 NA NA 4.3 NA NA 1.3 NA NA NA 1.9
160.7 NA 263.4 134.9 315.6 147.2 369.7 73 146.5 124.5 NA NA 315.5 NA NA 66.4 NA NA NA 163.1
106.5 NA 162.2 31.3 82.4 81.2 74.5 49.5 25.3 43.4 NA NA 94.3 NA NA 138.1 NA NA NA 39.1
15.7 NA 22.1 25.7 8.1 12.8 38.5 15.8 4.8 3 NA NA 18.6 NA NA 4.4 NA NA NA 24.3
38.4 NA 64.7 58 60.4 159.9 256.7 22.3 46.8 27 NA NA 84.9 NA NA 71.4 NA NA NA 59.1
25.7 NA 42.1 11.8 29.1 19.8 172.4 29.7 32 35.8 NA NA 45.1 NA NA 39.8 NA NA NA NA
18.6 NA 5.5 6.9 21.7 9.7 13.4 1.7 11.8 6 NA NA 14.7 NA NA 6.5 NA NA NA NA
17.5 NA NA 35.8 47.1 64.3 81.8 6.5 23.3 25.6 NA NA 59.4 NA NA 4.7 NA NA NA NA
0 NA 0.1 0 0.1 0 1 0 0.2 0 NA NA 0 NA NA 0 NA NA NA NA
89.6 NA 55.1 44.5 57.2 41.1 235.2 79.6 83 88.4 NA NA 45.6 NA NA 50 NA NA NA NA
0 NA 0 0 0 0 0 0 0 0 NA NA 0 NA NA 0.2 NA NA NA NA
7.4 NA 46.6 40.7 9.9 0 2.2 0 0 6.3 NA NA 3.7 NA NA 25.8 NA NA NA NA
51.1 NA 19.4 20.8 17.4 47.6 91.7 43.2 31.5 46.7 NA NA 20.6 NA NA 47.2 NA NA NA NA
100.9 NA 81.8 51.7 115.6 43.2 256.8 60.6 181.8 NA NA NA 160.5 NA NA 50.1 NA NA NA NA
11.6 NA 4.2 3.2 13.7 14.5 28.1 45.7 30.2 20 NA NA 0 NA NA 16 NA NA NA NA
218.2 NA 233 229.6 288.6 145.9 860.5 146.8 185.5 112.9 NA NA 265.1 NA NA 118.9 NA NA NA NA
24.8 NA 60.8 32.5 37.6 62.8 297.5 15.6 33.2 63.4 NA NA 36.2 NA NA 65.5 NA NA NA NA
13 NA 0.5 7.5 7.6 14.6 48 11.4 6.3 6.9 NA NA 38.1 NA NA 3.6 NA NA NA NA
102.8 NA 83.2 39.1 59.8 66.1 273.5 44.2 98 46.1 NA NA 74.1 NA NA 92.3 NA NA NA NA
3 NA 18.9 12.6 8.9 14.7 25.5 3.5 7 12.2 NA NA 10.2 NA NA 11.4 NA NA NA NA
26.4 NA 18.2 5.7 5 5.9 28.2 17.4 10.9 23.4 NA NA 10.3 NA NA 9 NA NA NA NA
0 NA 0 4.7 0.4 1.5 1.1 0 5.2 23.6 NA NA 2 NA NA 0 NA NA NA NA
0 NA 0.5 13.7 4.3 44.3 30.8 0 0 0 NA NA 3.7 NA NA 15.5 NA NA NA NA
0 NA 58.3 0 4.4 0 16.6 13.5 0 2.1 NA NA 0 NA NA 8.1 NA NA NA NA
27.1 NA 22.7 32.5 30.1 22.8 35.8 39.5 55.9 27.4 NA NA 12.4 NA NA 27.9 NA NA NA NA
72.5 NA 120.6 100 111.7 134.7 485.2 54.4 61.3 68.2 NA NA 137.8 NA NA 130 NA NA NA NA
127.9 NA 167.4 159.9 187.7 224.5 292.3 55.8 178.7 57.6 NA NA 144.4 NA NA 122.5 NA NA NA NA
149.3 NA 71.3 116 79.4 57.8 376 73.4 NA 34.2 NA NA 113.4 NA NA 43.6 NA NA NA NA
47.9 NA 60.8 64.8 52.8 148.6 125 35.3 44.8 49.3 NA NA 55.6 NA NA 85.9 NA NA NA NA
2.3 NA 11.3 6.1 10.8 15.4 26.1 2.2 8.7 5.2 NA NA 14.9 NA NA 8.8 NA NA NA NA
191.2 87.7 70.8 116 73.4 125.8 315.6 71 94.4 77.1 NA NA 74.7 NA NA 49.4 NA NA NA NA
